AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders,Date_Started,Date_Extinguished,Length,fire_aqi,pm25_int,pm25_max,pm25_1day,nearby_cities,nearby_pop,nearby_green,available_green,nearby_maxdensity,County_up,month,ct_mth,County,2019,diff,dratio,income,year,temp,precip,dangerous
156.0,False,LA County Fire Department/Angeles National Forest,,2016,False,/incidents/2016/5/23/wheatland-fire/,,,Los Angeles,19,,,,2016-05-25T18:45:00Z,,False,True,,,,34.276,"Hwy 210 and Wheatland Ave, southeast of Lake View Terrace",-118.354,False,Wheatland Fire,100.0,,True,"The Wheatland Fire started on May 23, southeast of the Lakeview Terrace, Los Angeles County and burned 156 acres.","Wheatland Fire, Los Angeles County Fire Department, Wheatland Ave, southeast of Lake View Terrace, Los Angeles County, ",2016-05-23T14:15:00Z,Finalized,,,,,ace1f464-7a70-4dcc-b8c5-d64fb1021d0e,2016-05-25T18:45:00Z,,2016-05-23,2016-05-25,2.0,"(-27.249999999999996, -7.849999999999998, -7.849999999999998)",-27.25,-7.849999999999998,-7.849999999999998,"['Altadena' 'Beverly Hills' 'Burbank' 'Burbank' 'Glendale'
 'La Crescenta-Montrose' 'Los Angeles' 'Pasadena' 'San Fernando'
 'Santa Clarita' 'West Hollywood']",13767735,96018.8,84724.7,7461.0,LOS ANGELES,5,0.5,LOS ANGELES,66118.673005,1370.8780290000068,0.0207335986446119,29985,2016,62.5,0.31,0
6049.0,False,"Unified Command: CAL FIRE, Los Angeles County Fire, Ventura County Fire, Los Angeles County Sheriff's Office, and Ventura County Sheriff's Office",,2017,True,/incidents/2017/12/5/rye-fire/,"<a href=""http://www.fire.ca.gov/communications/downloads/Watershed_reports/2017_201811118_RyeFireWERT.pdf"" target=""_blank"">RYE FIRE Watershed Emergency Response Team Final Report </a> 
<br><br>
Today firefighters continued to establish containment lines. Mop up will continue this
evening to ensure that the fire will remain within control lines. The Los Angeles County Fire
Department and The Los Angeles County Sheriff Department will remain in Unified Command
until fire containment is at 100%.


<p>12/12/17 PM - See the latest <a href=""http://cdfdata.fire.ca.gov/admin8327985/cdf/images/incidentfile1924_3201.pdf"" target=""_blank"">Incident Update</a> for more information on this fire.",None,Los Angeles,19,18.0,,55.0,2018-01-18T09:58:00Z,,False,True,,2.0,,34.45283,"along Rye Canyon Loop, west Valencia",-118.58188,True,Rye Fire,100.0,652.0,True,"The Rye fire started on December 5, 2017 off Rye Canyon Loop, west of Valencia in Los Angeles County and burned 6,049 acres. It was contained on December 12, 2017.","Rye Fire, Los Angeles County, Valencia, December 5, 2017",2017-12-05T11:31:00Z,Finalized,3.0,6.0,,,1e11fa40-e850-45d2-b65e-05aadc9f02f1,2018-01-18T09:58:00Z,6.0,2017-12-05,2018-01-18,44.0,"(76.49999999999989, 70.7, 18.900000000000002)",76.49999999999989,70.7,18.9,['Piru' 'San Fernando' 'Santa Clarita' 'Val Verde'],341307,10616.3,10196.6,3955.0,LOS ANGELES,12,0.05,LOS ANGELES,66118.673005,1370.8780290000068,0.0207335986446119,29985,2017,60.5,0.07,1
422.0,False,Los Angeles City Fire,,2017,False,/incidents/2017/12/6/skirball-fire/,"<a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1927_3371.pdf"" target=""_blank"">Skirball Fire Watershed Emergency Response Team (WERT) Final Report</a>

",,Los Angeles,19,,,,2018-01-23T08:11:00Z,,False,True,,,,34.09454,N Sepulveda Blvd at I-405,-118.48178,True,Skirball Fire,100.0,,True,"The Skirball Fire started on December 6, 2017 off N Sepulveda Blvd at I-405 and burned 422 acres. It was contained on December 15, 2017. ","Skirball Fire, Los Angeles City Fire, Los Angeles County Fire, December 6, 2017",2017-12-06T06:31:00Z,Finalized,,,,,2aad53ef-d6c3-43dc-92e6-b2f9881ff161,2018-01-23T08:11:00Z,,2017-12-06,2018-01-23,48.0,"(-21.900000000000205, 70.7, 8.7)",-21.900000000000205,70.7,8.7,"['Beverly Hills' 'Burbank' 'Burbank' 'Calabasas' 'Culver City' 'Del Aire'
 'El Segundo' 'Glendale' 'Hawthorne' 'Hidden Hills' 'Inglewood'
 'Ladera Heights' 'Lennox' 'Los Angeles' 'Manhattan Beach'
 'Marina del Rey' 'San Fernando' 'Santa Monica' 'View Park-Windsor Hills'
 'West Hollywood' 'Westmont']",13746364,87980.49999999999,77499.2,7703.0,LOS ANGELES,12,0.05,LOS ANGELES,66118.673005,1370.8780290000068,0.0207335986446119,29985,2017,60.5,0.07,1
96949.0,False,Ventura County Fire Dept. and Los Angeles County Fire Dept.,,2018,True,/incidents/2018/11/8/woolsey-fire/,"<a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile2282_4328.pdf"" target=""_blank"">Woolsey-Hill Fires WERT Report - Final</a>

<p><a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile2282_4329.pdf"" target=""_blank"">Woolsey-Hill Fires WERT Report - Appendix F </a>",,Los Angeles,"19,56",,,,2019-01-04T08:42:00Z,3.0,False,True,,,0.0,34.235,"E Street and Alfa Road Rd, South of Simi Valley",-118.70128,True,Woolsey Fire,100.0,,True,"The Woolsey fire started on November 8, 2018 near E Street and Alfa Road Rd, South of Simi Valley (Ventura County). It burned 96,949 acres, and was contained on November 21, 2018.","Woolsey Fire, Los Angeles County, Ventura County, November 8, 2018. ",2018-11-08T14:24:00Z,Finalized,341.0,1643.0,,,92d7aeea-7abf-47a4-bf76-a4fe0fac65c6,2019-10-25T10:20:42.273Z,,2018-11-08,2019-01-04,57.0,"(110.90000000000009, 30.7, -1.3000000000000007)",110.90000000000008,30.7,-1.3000000000000007,"['Agoura Hills' 'Calabasas' 'Casa Conejo' 'Hidden Hills' 'Malibu'
 'Moorpark' 'Oak Park' 'Piru' 'Simi Valley' 'Thousand Oaks' 'Val Verde'
 'Westlake Village']",465759,35486.6,32881.600000000006,2760.0,LOS ANGELES,11,0.1,LOS ANGELES,66118.673005,1370.8780290000068,0.0207335986446119,29985,2018,64.6,0.4,0
8799.0,False,Unified Command: Los Angeles County Fire Department and Los Angeles City Fire Department and Angeles National Forest,,2019,False,/incidents/2019/10/10/saddle-ridge-fire/,"<p>Firefighters from The Los Angeles City Fire Department, The Los Angeles County Fire Department, and
Angeles National Forest have made significant progress working in their respective jurisdictions with
support from assisting agencies to increase containment lines and address hot spots. 

<p>Tactical patrols will remain in place to monitor the area as low humidity and northerly winds remain a concern through Wednesday with the strongest gusts expected tonight and tomorrow morning. 

<p>The public is reminded to please drive cautiously and yield to emergency personnel working around the burn area.

<p>The cause of the Saddle Ridge Fire remains under active investigation.

<p>This will be the “Final” update on this incident in this format. Any additional updates will be distributed through each jurisdiction’s normal platforms.

<p>Please be advised, due to decreased requests for assistance, demobilization of the Local Assistance Center (LAC) has begun. County and State agencies will be released at the closure of the LAC today, October 21, 2019. However, all LA City agencies will provide Saddle Ridge Fire recovery resources at the Sylmar Recreation Center until Tuesday, October 22, 2019 ending at 7:00pm. After the closure of the LAC, 211 will continue to provide recovery assistance information and referrals.

<p>Sylmar Recreation Center.
<p>Dates: Thursday, October 17, 2019 - Saturday, October 22, 2019
<p>Hours of Operation: (Monday - Tuesday) 9:30am to 7:00pm
<p>Public call 213-213-5228 or visit lacity.org/recovery
<p>
To ensure the safety of both the public and first responders, the Angeles NF has closed a section of the forest due to the fire.
Please refer to go.usa.gov/xVzN5.",,Los Angeles,19,,,,2019-10-31T09:10:00Z,1.0,False,True,Brush,,8.0,34.32988,"Saddle Ridge Rd, Sylmar",-118.48161,True,Saddle Ridge Fire,100.0,206.0,True,"The Saddle Ridge Fire started October 10, 2019 off Saddle Ridge Rd, Sylmar in Los Angeles County.",,2019-10-10T21:02:00Z,Finalized,88.0,19.0,,,c52717d6-0297-4c5b-a0f1-f17abcd7ac27,2019-11-05T12:06:11.053Z,,2019-10-10,2019-10-31,21.0,"(141.9000000000001, 105.3, 105.3)",141.9000000000001,105.3,105.3,['Burbank' 'Burbank' 'San Fernando' 'Santa Clarita' 'Val Verde'],544524,12629.000000000002,12046.6,3955.0,LOS ANGELES,10,0.4,LOS ANGELES,66118.673005,1370.8780290000068,0.0207335986446119,29985,2019,71.9,0.04,1
745.0,False, Los Angeles Fire Department,,2019,False,/incidents/2019/10/28/getty-fire/,,,Los Angeles,19,,,,2019-11-05T17:30:00Z,,False,True,,,,34.098191,East Sepulveda Blvd and I-405 near Los Angeles City ,-118.478717,False,Getty Fire ,100.0,,True,"The Getty Fire started October 28, 2019 off East Sepulveda Blvd and I-405 in Los Angeles county.",,2019-10-28T06:46:55Z,Finalized,,,,,e693477a-37d2-4aba-9e73-a63421a2b3a6,2019-11-08T15:26:39.49Z,,2019-10-28,2019-11-05,8.0,"(51.400000000000034, 15.8, 0.40000000000000213)",51.400000000000034,15.8,0.4000000000000021,"['Beverly Hills' 'Burbank' 'Burbank' 'Calabasas' 'Culver City' 'Del Aire'
 'El Segundo' 'Glendale' 'Hawthorne' 'Hidden Hills' 'Inglewood'
 'Ladera Heights' 'Lennox' 'Los Angeles' 'Marina del Rey' 'San Fernando'
 'Santa Monica' 'View Park-Windsor Hills' 'West Hollywood' 'Westmont']",13711181,87554.59999999999,77074.5,7703.0,LOS ANGELES,10,0.4,LOS ANGELES,66118.673005,1370.8780290000068,0.0207335986446119,29985,2019,64.2,0.0,0
156.0,False,Angeles National Forest,,2019,False,/incidents/2019/8/3/five-fire/,,,Los Angeles,19,,,,2019-08-05T12:25:00Z,,False,True,,,,34.677864,Off Interstate 5 & Templin Hwy,-118.752395,False,Five Fire,100.0,,True,,,2019-08-03T17:01:15Z,Finalized,,,,,ed5e111d-e34a-42c0-9ce7-818270037c2c,2019-09-26T14:48:14.533Z,,2019-08-03,2019-08-05,2.0,"(1.7000000000000028, 0.9000000000000021, 0.9000000000000021)",1.7000000000000028,0.9000000000000021,0.9000000000000021,['Frazier Park' 'Lebec'],4059,5210.9,4304.5,197.0,LOS ANGELES,8,1.0,LOS ANGELES,66118.673005,1370.8780290000068,0.0207335986446119,29985,2019,75.8,0.01,0
27531.0,False,CAL FIRE Riverside Unit / San Bernardino National Forest,,2013,True,/incidents/2013/7/15/mountain-fire/,,,Riverside,33,,,,2013-07-30T18:00:00Z,,False,True,,,,33.7095,Hwy 243 & Hwy 74 near Mountain Center,-116.72885,False,Mountain Fire,100.0,,True,The Mountain Fire burned in July 2013 off Highway 243 and Highway 74 near Mountain Center in Riverside County on the San Bernardino National Forest. ,"Mountain Fire, July 2013, Highway 243, Highway 74, Mountain Center, Riverside County, San Bernardino National Forest",2013-07-15T13:43:00Z,Finalized,,,,,a3149fec-4d48-427c-8b2c-59e8b79d59db,2013-07-30T18:00:00Z,,2013-07-15,2013-07-30,15.0,"(25.69999999999999, 10.099999999999998, -4.400000000000002)",25.69999999999999,10.099999999999998,-4.400000000000002,['Cabazon' 'East Hemet' 'Idyllwild-Pine Cove' 'Palm Springs' 'Valle Vista'],91490,27763.6,26301.2,1500.0,RIVERSIDE,7,1.0,RIVERSIDE,15520.129785,8756.071944,0.5641751754204161,28557,2013,83.5,0.0,0
20292.0,False,CAL FIRE Riverside Unit / San Bernardino National Forest,,2013,True,/incidents/2013/8/7/silver-fire/,"Firefighters closed the containment lines today. Large scale demobilization of incident resources continues.
Command of the incident will be turned over to Riverside County effective Tuesday August 8th. Silent Valley RV Club remains
closed. For questions regarding the closure, please the Silent Valley RV Club.",Hwy 243 remains closed between Twin Pines Road and Westley Street in Banning due to road damage.,Riverside,33,63.0,20.0,201.0,2013-08-12T18:00:00Z,,False,True,,20.0,26.0,33.86157,"Poppet Flats Rd near Hwy 243, south of Banning",-116.90427,True,Silver Fire,100.0,2106.0,True,"The Silver Fire burned in August 2013 off Poppet Flats Rd near Hwy 243, south of Banning in Riverside County. ","Silver Fire, August 2013, Popet Flats Road, Highway 243, Banning, Riverside County",2013-08-07T14:05:00Z,Finalized,8.0,40.0,,,c400203b-a7fd-4bd8-803a-f3c74bc32a2b,2013-08-12T18:00:00Z,20.0,2013-08-07,2013-08-12,5.0,"(29.700000000000003, 14.799999999999997, 6.799999999999997)",29.700000000000003,14.799999999999995,6.799999999999997,"['Banning' 'Beaumont' 'Cabazon' 'Calimesa' 'Cherry Valley' 'East Hemet'
 'Hemet' 'Homeland' 'Idyllwild-Pine Cove' 'Lakeview' 'Nuevo' 'San Jacinto'
 'Valle Vista' 'Winchester' 'Yucaipa']",443148,46028.8,44189.2,1500.0,RIVERSIDE,8,1.0,RIVERSIDE,15520.129785,8756.071944,0.5641751754204161,28557,2013,87.6,0.41,0
3166.0,False,CAL FIRE/Riverside County Fire ,,2013,True,/incidents/2013/5/1/summit-fire/,Crews are containing the mop up in the area.,,Riverside,33,36.0,5.0,62.0,2013-05-04T18:30:00Z,,False,True,,5.0,2.0,34.288877,Mias Canyon and Bluff Road in Banning,-116.941311,True,Summit Fire,100.0,726.0,True,The Summit Fire burned in May 2013 near Mias Canyon and Bluff Road in Banning in Riverside County. ,"Summit Fire, May 2013, Mias Canyon, Banning, Riverside County.",2013-05-01T12:38:00Z,Finalized,,1.0,,,a1b14be5-a8cf-4e40-8588-96becf4c5879,2013-05-04T18:30:00Z,7.0,2013-05-01,2013-05-04,3.0,"(32.19999999999999, 37.9, -5.800000000000001)",32.19999999999999,37.9,-5.800000000000001,['Big Bear City' 'Big Bear Lake' 'Lake Arrowhead' 'Running Springs'],31753,5841.2,3582.2000000000003,373.0,RIVERSIDE,5,0.5,RIVERSIDE,15520.129785,8756.071944,0.5641751754204161,28557,2013,67.8,0.01,0
1383.0,False,Cleveland National Forest / CAL FIRE Riverside Unit,,2013,True,/incidents/2013/8/5/falls-fire/,,,Riverside,"33,",,,,2013-08-09T18:45:00Z,,False,True,,,,33.62236,"Ortega Highway, west of Lake Elsinoire",-117.40288,False,Falls Fire,100.0,,True,"The Falls Fire burned in August 2013 near Oretga Highway, west of Lake Elsinoire on the Cleveland National Forest in Riverisde County. ","Falls Fire, August 2013, Oretga Highway, Lake Elsinoire, Riverside County, Cleveland National Forest",2013-08-05T10:10:00Z,Finalized,,,,,4867ac70-663e-48f4-b9ae-ca0a486234ca,2013-08-09T18:45:00Z,,2013-08-05,2013-08-09,4.0,"(29.200000000000003, 14.799999999999997, 2.0)",29.200000000000003,14.799999999999995,2.0,"['Canyon Lake' 'Coto de Caza' 'Lake Elsinore' 'Lakeland Village'
 'Las Flores' 'Mission Viejo' 'Murrieta' 'Rancho Santa Margarita'
 'Wildomar']",1285902,26089.7,25109.8,2058.0,RIVERSIDE,8,1.0,RIVERSIDE,15520.129785,8756.071944,0.5641751754204161,28557,2013,87.6,0.41,0
510.0,False,CAL FIRE/Riverside County Fire,,2013,True,/incidents/2013/5/4/gorgonio-fire/,,,Riverside,33,,,,2013-05-05T18:45:00Z,,False,True,,,,33.894055,"Highway 243, south of Banning and north of Pine Cove",-116.855019,False,Gorgonio Fire,100.0,,True,"The Gorgonio Fire burned in May 2013 off Highway 243, south of Banning and north of Pine Cove, in Riverside County. ","Gorgonio Fire, May 2013, Banning, Highway 243, Riverside County, Pine Cove",2013-05-04T11:43:00Z,Finalized,,,,,958ce6d2-97f9-4848-8620-d14ab87f329d,2013-05-05T18:45:00Z,,2013-05-04,2013-05-05,1.0,"(2.299999999999997, 6.399999999999999, -4.100000000000001)",2.299999999999997,6.399999999999999,-4.100000000000001,"['Banning' 'Beaumont' 'Cabazon' 'Calimesa' 'Cherry Valley' 'East Hemet'
 'Hemet' 'Idyllwild-Pine Cove' 'San Jacinto' 'Valle Vista' 'Yucaipa']",422920,41349.8,39510.7,1500.0,RIVERSIDE,5,0.5,RIVERSIDE,15520.129785,8756.071944,0.5641751754204161,28557,2013,67.8,0.01,0
